platform,brand,product_count,total_daily_units_est,total_monthly_units_est,location,scraped_at
flipkart,Little Angel,4,74.7,2241.0,,2026-03-22T12:58:38
flipkart,Mamaearth,5,74.5,2235.0,,2026-03-22T12:58:38
flipkart,Lakmé,2,74.4,2232.0,,2026-03-22T12:58:38
flipkart,Dn With Divine Nutrition,3,74.2,2226.0,,2026-03-22T12:58:38
flipkart,Dazesty,1,74.2,2226.0,,2026-03-22T12:58:38
flipkart,SARA HAND STITCH,1,74.1,2223.0,,2026-03-22T12:58:38
flipkart,Betogen,1,74.1,2223.0,,2026-03-22T12:58:38
flipkart,MAFAHH,1,73.8,2214.0,,2026-03-22T12:58:38
flipkart,SAFARI,4,73.8,2214.0,,2026-03-22T12:58:38
flipkart,HV Enterprise,1,73.8,2214.0,,2026-03-22T12:58:38
flipkart,Mohan Retail,1,73.5,2205.0,,2026-03-22T12:58:38
flipkart,Shivam Fashion,1,73.3,2199.0,,2026-03-22T12:58:38
flipkart,Refollium,1,73.3,2199.0,,2026-03-22T12:58:38
flipkart,Upliance,1,73.3,2199.0,,2026-03-22T12:58:38
flipkart,DDecora by AXN,1,73.1,2193.0,,2026-03-22T12:58:38
flipkart,Huggies,2,73.0,2190.0,,2026-03-22T12:58:38
flipkart,mas navi,1,72.8,2184.0,,2026-03-22T12:58:38
flipkart,PURKAIT FISHNET,1,72.0,2160.0,,2026-03-22T12:58:38
flipkart,LEOMORD,2,71.9,2157.0,,2026-03-22T12:58:38
flipkart,SPLAZOS,1,71.8,2154.0,,2026-03-22T12:58:38
flipkart,PATPAT,1,71.8,2154.0,,2026-03-22T12:58:38
flipkart,Home Stylish,3,71.7,2151.0,,2026-03-22T12:58:38
flipkart,Dot & Key,1,71.5,2145.0,,2026-03-22T12:58:38
flipkart,BAFATI,1,71.4,2142.0,,2026-03-22T12:58:38
flipkart,heoluix,1,71.3,2139.0,,2026-03-22T12:58:38
flipkart,AJEET,2,71.3,2139.0,,2026-03-22T12:58:38
flipkart,Kartual,1,71.3,2139.0,,2026-03-22T12:58:38
flipkart,Muscletech,1,71.2,2136.0,,2026-03-22T12:58:38
flipkart,JM SELLER,1,70.9,2127.0,,2026-03-22T12:58:38
flipkart,Dash Star,2,70.8,2124.0,,2026-03-22T12:58:38
flipkart,Pharma Science,2,70.5,2115.0,,2026-03-22T12:58:38
flipkart,BEST CHOICE NUTRITION,2,70.4,2112.0,,2026-03-22T12:58:38
flipkart,Amplesta,1,70.4,2112.0,,2026-03-22T12:58:38
flipkart,PROVOGUE,1,70.3,2109.0,,2026-03-22T12:58:38
flipkart,CSM,1,70.1,2103.0,,2026-03-22T12:58:38
flipkart,JAINIK,1,70.0,2100.0,,2026-03-22T12:58:38
flipkart,CF SPORTS,1,70.0,2100.0,,2026-03-22T12:58:38
flipkart,ARISTOCRAT,1,70.0,2100.0,,2026-03-22T12:58:38
flipkart,Varnar,1,69.9,2097.0,,2026-03-22T12:58:38
flipkart,Home Fresh,1,69.7,2091.0,,2026-03-22T12:58:38
flipkart,TREATTOES,1,69.2,2076.0,,2026-03-22T12:58:38
flipkart,DEEJET,1,68.8,2064.0,,2026-03-22T12:58:38
flipkart,MGKENTERPRISE,3,68.7,2061.0,,2026-03-22T12:58:38
flipkart,Mahabali,1,67.9,2037.0,,2026-03-22T12:58:38
flipkart,Prithi Home's and Kitchen,1,67.8,2034.0,,2026-03-22T12:58:38
flipkart,Superbottoms,1,67.0,2010.0,,2026-03-22T12:58:38
flipkart,IFB,1,67.0,2010.0,,2026-03-22T12:58:38
flipkart,SARASI,1,66.8,2004.0,,2026-03-22T12:58:38
flipkart,tHemiStO,1,66.5,1995.0,,2026-03-22T12:58:38
flipkart,BIONIK NUTRITION,1,66.4,1992.0,,2026-03-22T12:58:38
flipkart,V-Guard,1,66.0,1980.0,,2026-03-22T12:58:38
flipkart,LuvLap,4,65.9,1977.0,,2026-03-22T12:58:38
flipkart,Heritagecrafts,1,65.9,1977.0,,2026-03-22T12:58:38
flipkart,Toyify,1,65.7,1971.0,,2026-03-22T12:58:38
flipkart,MARVEL BY MISS & CHIEF,2,65.6,1968.0,,2026-03-22T12:58:38
flipkart,FLAIR,1,65.3,1959.0,,2026-03-22T12:58:38
flipkart,Royal Aquafresh,1,65.1,1953.0,,2026-03-22T12:58:38
flipkart,SIKHWAL CRAFT,1,65.1,1953.0,,2026-03-22T12:58:38
flipkart,shoparam,1,64.9,1947.0,,2026-03-22T12:58:38
flipkart,Lifelong,1,64.8,1944.0,,2026-03-22T12:58:38
flipkart,VYOM,1,64.6,1938.0,,2026-03-22T12:58:38
flipkart,Woman Beauty,3,64.4,1932.0,,2026-03-22T12:58:38
flipkart,BEAUTYAD,1,64.2,1926.0,,2026-03-22T12:58:38
flipkart,LG,1,64.2,1926.0,,2026-03-22T12:58:38
flipkart,MARS,3,64.1,1923.0,,2026-03-22T12:58:38
flipkart,Quickmart,2,62.8,1884.0,,2026-03-22T12:58:38
flipkart,Urban Chef by Urban Chef,2,62.2,1866.0,,2026-03-22T12:58:38
flipkart,WeiKFiELD,1,61.7,1851.0,,2026-03-22T12:58:38
flipkart,NeutriOne,2,61.4,1842.0,,2026-03-22T12:58:38
flipkart,Pilgrim,1,61.3,1839.0,,2026-03-22T12:58:38
flipkart,GRANIC FARMS,2,60.7,1821.0,,2026-03-22T12:58:38
flipkart,Wagwanfly,3,60.7,1821.0,,2026-03-22T12:58:38
flipkart,KARNAL,1,60.5,1815.0,,2026-03-22T12:58:38
flipkart,action,5,59.6,1788.0,,2026-03-22T12:58:38
flipkart,Eat Anytime,1,59.6,1788.0,,2026-03-22T12:58:38
flipkart,Womens First Choice,2,59.5,1785.0,,2026-03-22T12:58:38
flipkart,Herbal max,1,57.9,1737.0,,2026-03-22T12:58:38
flipkart,Bog Of Beauty,3,57.8,1734.0,,2026-03-22T12:58:38
flipkart,Fitcozi,1,57.6,1728.0,,2026-03-22T12:58:38
flipkart,Trendegic,1,57.4,1722.0,,2026-03-22T12:58:38
flipkart,PURCHAZE24X7,2,57.1,1713.0,,2026-03-22T12:58:38
flipkart,Teptrz,1,56.8,1704.0,,2026-03-22T12:58:38
flipkart,Grand plus,1,56.8,1704.0,,2026-03-22T12:58:38
flipkart,COMBRAIDED,3,56.2,1686.0,,2026-03-22T12:58:38
flipkart,WATCHHUT,1,56.2,1686.0,,2026-03-22T12:58:38
flipkart,PRAIZY,2,56.0,1680.0,,2026-03-22T12:58:38
flipkart,Bellveen,1,55.8,1674.0,,2026-03-22T12:58:38
flipkart,Oyo Baby,4,55.7,1671.0,,2026-03-22T12:58:38
flipkart,MYOZ,1,55.4,1662.0,,2026-03-22T12:58:38
flipkart,ELIGHTWAY MART,1,55.1,1653.0,,2026-03-22T12:58:38
flipkart,ZWEELAY,1,55.1,1653.0,,2026-03-22T12:58:38
flipkart,Super health,3,55.1,1653.0,,2026-03-22T12:58:38
flipkart,Pigeon,1,55.0,1650.0,,2026-03-22T12:58:38
flipkart,Mungat,1,54.7,1641.0,,2026-03-22T12:58:38
flipkart,Shyam sales,1,54.6,1638.0,,2026-03-22T12:58:38
flipkart,Sarvatr,1,54.3,1629.0,,2026-03-22T12:58:38
flipkart,YOUNG STAR,1,54.2,1626.0,,2026-03-22T12:58:38
flipkart,Birde,1,54.1,1623.0,,2026-03-22T12:58:38
flipkart,True Elements,2,54.1,1623.0,,2026-03-22T12:58:38
flipkart,FIRST BEAUTY,5,53.8,1614.0,,2026-03-22T12:58:38
flipkart,Titan,2,53.8,1614.0,,2026-03-22T12:58:38
flipkart,Pediasure,2,53.5,1605.0,,2026-03-22T12:58:38
flipkart,LOIS CARON,2,53.4,1602.0,,2026-03-22T12:58:38
flipkart,VAN HEUSEN,3,53.2,1596.0,,2026-03-22T12:58:38
flipkart,Voltas,2,52.8,1584.0,,2026-03-22T12:58:38
flipkart,HNO SALES,1,52.7,1581.0,,2026-03-22T12:58:38
flipkart,Hind Home,1,52.2,1566.0,,2026-03-22T12:58:38
flipkart,RAM musical,1,52.2,1566.0,,2026-03-22T12:58:38
flipkart,Hundred,1,51.9,1557.0,,2026-03-22T12:58:38
flipkart,TRENDTUNIC,1,51.8,1554.0,,2026-03-22T12:58:38
flipkart,TRENDAURA OFFICIAL,1,51.6,1548.0,,2026-03-22T12:58:38
flipkart,beauty bounty,2,51.4,1542.0,,2026-03-22T12:58:38
flipkart,Sorath,1,51.3,1539.0,,2026-03-22T12:58:38
flipkart,CPEX,1,50.9,1527.0,,2026-03-22T12:58:38
flipkart,Domestic Point,1,50.8,1524.0,,2026-03-22T12:58:38
flipkart,HEALTHPRIME LABS,1,50.8,1524.0,,2026-03-22T12:58:38
flipkart,VellUse,1,50.8,1524.0,,2026-03-22T12:58:38
flipkart,Vellinto,1,50.7,1521.0,,2026-03-22T12:58:38
flipkart,Smart Beauty,1,50.7,1521.0,,2026-03-22T12:58:38
flipkart,ZANDU,2,50.7,1521.0,,2026-03-22T12:58:38
flipkart,sports & fitness junction,4,50.6,1518.0,,2026-03-22T12:58:38
flipkart,MAZORIA,1,50.4,1512.0,,2026-03-22T12:58:38
flipkart,StealODeal,3,50.2,1506.0,,2026-03-22T12:58:38
flipkart,VILEN,1,50.1,1503.0,,2026-03-22T12:58:38
flipkart,Muma's Love,1,49.9,1497.0,,2026-03-22T12:58:38
flipkart,Crompton,4,49.9,1497.0,,2026-03-22T12:58:38
flipkart,OFFO,1,49.8,1494.0,,2026-03-22T12:58:38
flipkart,Mallexo,2,49.8,1494.0,,2026-03-22T12:58:38
flipkart,IAFA,1,49.8,1494.0,,2026-03-22T12:58:38
flipkart,INDICLUB,2,49.4,1482.0,,2026-03-22T12:58:38
flipkart,HRSGS,2,49.3,1479.0,,2026-03-22T12:58:38
flipkart,PEACORA,1,49.3,1479.0,,2026-03-22T12:58:38
flipkart,adofi,1,49.2,1476.0,,2026-03-22T12:58:38
flipkart,Galactic,1,49.0,1470.0,,2026-03-22T12:58:38
flipkart,BLIVE,1,48.8,1464.0,,2026-03-22T12:58:38
flipkart,Planet of Toys,1,48.8,1464.0,,2026-03-22T12:58:38
flipkart,Bake King,1,48.8,1464.0,,2026-03-22T12:58:38
flipkart,Miduty,1,48.8,1464.0,,2026-03-22T12:58:38
flipkart,Rastic,1,48.7,1461.0,,2026-03-22T12:58:38
flipkart,MOMISY,1,48.6,1458.0,,2026-03-22T12:58:38
flipkart,2Mech,2,48.4,1452.0,,2026-03-22T12:58:38
flipkart,Tyrodin,1,47.8,1434.0,,2026-03-22T12:58:38
flipkart,Kraftify,1,47.8,1434.0,,2026-03-22T12:58:38
flipkart,Lipton,2,47.7,1431.0,,2026-03-22T12:58:38
flipkart,trendy trading,1,47.5,1425.0,,2026-03-22T12:58:38
flipkart,MUSCLEBLAZE,3,47.5,1425.0,,2026-03-22T12:58:38
flipkart,Crossbow,1,47.2,1416.0,,2026-03-22T12:58:38
flipkart,jai shree shyam collection,1,47.0,1410.0,,2026-03-22T12:58:38
flipkart,Craftacious,1,46.9,1407.0,,2026-03-22T12:58:38
flipkart,Defex,1,46.8,1404.0,,2026-03-22T12:58:38
flipkart,NATIVE By Urban Company,1,46.5,1395.0,,2026-03-22T12:58:38
flipkart,Kundan,1,46.4,1392.0,,2026-03-22T12:58:38
flipkart,ABREXO,2,46.0,1380.0,,2026-03-22T12:58:38
flipkart,touaretails,1,45.8,1374.0,,2026-03-22T12:58:38
flipkart,VHD,2,45.8,1374.0,,2026-03-22T12:58:38
flipkart,MamyPoko,2,45.7,1371.0,,2026-03-22T12:58:38
flipkart,GJSHOP,2,45.5,1365.0,,2026-03-22T12:58:38
flipkart,aurapuro,1,45.5,1365.0,,2026-03-22T12:58:38
flipkart,OBLVLO,1,45.4,1362.0,,2026-03-22T12:58:38
flipkart,WISHKEY,1,45.4,1362.0,,2026-03-22T12:58:38
flipkart,Huangbao,1,45.2,1356.0,,2026-03-22T12:58:38
flipkart,FTAFAT,2,45.2,1356.0,,2026-03-22T12:58:38
flipkart,Tara,3,45.0,1350.0,,2026-03-22T12:58:38
flipkart,FLORA BOUTIQUE,1,44.5,1335.0,,2026-03-22T12:58:38
flipkart,SLOVIC,2,44.3,1329.0,,2026-03-22T12:58:38
flipkart,SOBISCO,2,44.2,1326.0,,2026-03-22T12:58:38
flipkart,PHARMAZAIN LIFE SCIENCES,1,43.4,1302.0,,2026-03-22T12:58:38
flipkart,Flair Creative Disney,2,43.4,1302.0,,2026-03-22T12:58:38
flipkart,Prestige,2,43.1,1293.0,,2026-03-22T12:58:38
flipkart,DOCURA,1,42.9,1287.0,,2026-03-22T12:58:38
flipkart,CADLEC,1,42.8,1284.0,,2026-03-22T12:58:38
flipkart,Velxo Organics,1,42.7,1281.0,,2026-03-22T12:58:38
flipkart,neuspace,3,42.6,1278.0,,2026-03-22T12:58:38
flipkart,Kidzoy,1,42.1,1263.0,,2026-03-22T12:58:38
flipkart,cantus,2,41.9,1257.0,,2026-03-22T12:58:38
flipkart,JAGA HOME DECOR,1,41.8,1254.0,,2026-03-22T12:58:38
flipkart,HASBRO GAMING,1,41.8,1254.0,,2026-03-22T12:58:38
flipkart,Osjs,2,41.6,1248.0,,2026-03-22T12:58:38
flipkart,Urban Terrain,2,41.3,1239.0,,2026-03-22T12:58:38
flipkart,OMSSDN,1,41.1,1233.0,,2026-03-22T12:58:38
flipkart,DeoDap,1,40.8,1224.0,,2026-03-22T12:58:38
flipkart,RiteBite Max Protein,1,40.8,1224.0,,2026-03-22T12:58:38
flipkart,Cadlec,1,40.8,1224.0,,2026-03-22T12:58:38
flipkart,Kidsmate,1,40.5,1215.0,,2026-03-22T12:58:38
flipkart,Sugar free,2,40.3,1209.0,,2026-03-22T12:58:38
flipkart,DNJ,1,40.1,1203.0,,2026-03-22T12:58:38
flipkart,SIMILIA,1,40.0,1200.0,,2026-03-22T12:58:38
flipkart,BXHP,1,39.2,1176.0,,2026-03-22T12:58:38
flipkart,RBEE,1,39.1,1173.0,,2026-03-22T12:58:38
flipkart,HINEX BAGS,1,39.0,1170.0,,2026-03-22T12:58:38
flipkart,HALA,1,38.7,1161.0,,2026-03-22T12:58:38
flipkart,FOREST,1,38.5,1155.0,,2026-03-22T12:58:38
flipkart,Praaj,1,38.4,1152.0,,2026-03-22T12:58:38
flipkart,Pampers,3,38.3,1149.0,,2026-03-22T12:58:38
flipkart,D ETERNAL,1,37.6,1128.0,,2026-03-22T12:58:38
flipkart,3D METRO SUPER STORE,1,37.5,1125.0,,2026-03-22T12:58:38
flipkart,Classic Essentials,1,37.4,1122.0,,2026-03-22T12:58:38
flipkart,Astra Zone,1,37.4,1122.0,,2026-03-22T12:58:38
flipkart,UNIQPAL,1,37.3,1119.0,,2026-03-22T12:58:38
flipkart,BRITANNIA,1,37.2,1116.0,,2026-03-22T12:58:38
flipkart,Krishiv,1,37.1,1113.0,,2026-03-22T12:58:38
flipkart,Honey Boo,4,37.1,1113.0,,2026-03-22T12:58:38
flipkart,SMART BOY,1,37.0,1110.0,,2026-03-22T12:58:38
flipkart,Centuary,1,36.8,1104.0,,2026-03-22T12:58:38
flipkart,WOW Life Science,1,36.3,1089.0,,2026-03-22T12:58:38
flipkart,B-FIT,1,36.2,1086.0,,2026-03-22T12:58:38
flipkart,Protinex,2,36.0,1080.0,,2026-03-22T12:58:38
flipkart,AFARAXIA,1,35.9,1077.0,,2026-03-22T12:58:38
flipkart,WishCare,1,35.9,1077.0,,2026-03-22T12:58:38
flipkart,facto,1,35.9,1077.0,,2026-03-22T12:58:38
flipkart,Onlinestoree,2,35.7,1071.0,,2026-03-22T12:58:38
flipkart,Aldeira,1,35.6,1068.0,,2026-03-22T12:58:38
flipkart,End2End Nutrition,2,35.6,1068.0,,2026-03-22T12:58:38
flipkart,WELLBERG,3,35.6,1068.0,,2026-03-22T12:58:38
flipkart,Design connection,1,35.5,1065.0,,2026-03-22T12:58:38
flipkart,REVITI,1,35.3,1059.0,,2026-03-22T12:58:38
flipkart,little whiskey,1,35.1,1053.0,,2026-03-22T12:58:38
flipkart,PERFECT HEALTH,2,35.1,1053.0,,2026-03-22T12:58:38
flipkart,Health Plus,1,35.0,1050.0,,2026-03-22T12:58:38
flipkart,Mira Farmcraft,1,35.0,1050.0,,2026-03-22T12:58:38
flipkart,RIA Studio,1,34.9,1047.0,,2026-03-22T12:58:38
flipkart,EuroQon,1,34.8,1044.0,,2026-03-22T12:58:38
flipkart,METRONAUT,3,34.7,1041.0,,2026-03-22T12:58:38
flipkart,Sedulous,1,34.7,1041.0,,2026-03-22T12:58:38
flipkart,Savvy Home,1,34.7,1041.0,,2026-03-22T12:58:38
flipkart,KTC CONS LABS,1,34.7,1041.0,,2026-03-22T12:58:38
flipkart,hmd,1,34.6,1038.0,,2026-03-22T12:58:38
flipkart,lymn,1,34.6,1038.0,,2026-03-22T12:58:38
flipkart,worng,1,34.6,1038.0,,2026-03-22T12:58:38
flipkart,Shivra,1,34.5,1035.0,,2026-03-22T12:58:38
flipkart,Skystar,2,34.5,1035.0,,2026-03-22T12:58:38
flipkart,Whirlpool,2,34.4,1032.0,,2026-03-22T12:58:38
flipkart,Brucella,1,34.2,1026.0,,2026-03-22T12:58:38
flipkart,Trance Home Linen,1,34.2,1026.0,,2026-03-22T12:58:38
flipkart,MF MACSO FASHION,3,34.1,1023.0,,2026-03-22T12:58:38
flipkart,Ratnas,1,34.1,1023.0,,2026-03-22T12:58:38
flipkart,parth,1,34.0,1020.0,,2026-03-22T12:58:38
flipkart,WEMOL,1,33.9,1017.0,,2026-03-22T12:58:38
flipkart,Gritzo,2,33.8,1014.0,,2026-03-22T12:58:38
flipkart,AJANTA,3,33.5,1005.0,,2026-03-22T12:58:38
flipkart,BOLDFIT,1,33.5,1005.0,,2026-03-22T12:58:38
flipkart,HealthyHey Nutrition,3,33.1,993.0,,2026-03-22T12:58:38
flipkart,Spocco,2,32.8,984.0,,2026-03-22T12:58:38
flipkart,Microtech,1,32.8,984.0,,2026-03-22T12:58:38
flipkart,OFFYX,3,32.7,981.0,,2026-03-22T12:58:38
flipkart,FabSquare,1,32.7,981.0,,2026-03-22T12:58:38
flipkart,Trust Zone,1,32.7,981.0,,2026-03-22T12:58:38
flipkart,4 SACRED,3,32.6,978.0,,2026-03-22T12:58:38
flipkart,Cavrel,1,32.6,978.0,,2026-03-22T12:58:38
flipkart,Hindware Smart Appliances,1,32.6,978.0,,2026-03-22T12:58:38
flipkart,Trendy House,1,32.3,969.0,,2026-03-22T12:58:38
flipkart,Neel,1,32.3,969.0,,2026-03-22T12:58:38
flipkart,AUSK,1,31.9,957.0,,2026-03-22T12:58:38
flipkart,HP,3,31.9,957.0,,2026-03-22T12:58:38
flipkart,DoDo Girl,1,31.8,954.0,,2026-03-22T12:58:38
flipkart,CASPIAN,2,31.7,951.0,,2026-03-22T12:58:38
flipkart,Vanray Fashion,1,31.6,948.0,,2026-03-22T12:58:38
flipkart,BNOG,1,31.4,942.0,,2026-03-22T12:58:38
flipkart,HICODE,2,31.2,936.0,,2026-03-22T12:58:38
flipkart,Pank-Smith,1,31.1,933.0,,2026-03-22T12:58:38
flipkart,BOROSIL by BOROSIL,1,31.1,933.0,,2026-03-22T12:58:38
flipkart,Last Exit Lifestyle,1,31.0,930.0,,2026-03-22T12:58:38
flipkart,Trykk Art,1,30.8,924.0,,2026-03-22T12:58:38
flipkart,Pidilite,1,30.8,924.0,,2026-03-22T12:58:38
flipkart,Owlix,1,30.7,921.0,,2026-03-22T12:58:38
flipkart,SS Enterprises,1,30.7,921.0,,2026-03-22T12:58:38
flipkart,Treasurecraft,1,30.7,921.0,,2026-03-22T12:58:38
flipkart,KIK,2,30.7,921.0,,2026-03-22T12:58:38
flipkart,Khedu Fab,1,30.7,921.0,,2026-03-22T12:58:38
flipkart,XIAOMI,1,30.6,918.0,,2026-03-22T12:58:38
flipkart,pesado,1,30.5,915.0,,2026-03-22T12:58:38
flipkart,DHN Daily Health Nutrition,1,30.4,912.0,,2026-03-22T12:58:38
flipkart,Al Zohra Handicraft,2,30.4,912.0,,2026-03-22T12:58:38
flipkart,AncientKart,1,30.3,909.0,,2026-03-22T12:58:38
flipkart,DEGNO,2,29.9,897.0,,2026-03-22T12:58:38
flipkart,Decor House,1,29.8,894.0,,2026-03-22T12:58:38
flipkart,Brazilian,1,29.8,894.0,,2026-03-22T12:58:38
flipkart,Americanviber,2,29.7,891.0,,2026-03-22T12:58:38
flipkart,Butterfly,2,29.7,891.0,,2026-03-22T12:58:38
flipkart,TEDDYY,2,29.5,885.0,,2026-03-22T12:58:38
flipkart,PSD STEEL,2,29.5,885.0,,2026-03-22T12:58:38
flipkart,Raj Handicrafts,1,29.5,885.0,,2026-03-22T12:58:38
flipkart,TOOBIL,1,29.4,882.0,,2026-03-22T12:58:38
flipkart,RUSTET,2,29.2,876.0,,2026-03-22T12:58:38
flipkart,Wildcraft,3,29.2,876.0,,2026-03-22T12:58:38
flipkart,BUMTUM,1,29.1,873.0,,2026-03-22T12:58:38
flipkart,HIGHLANDER,1,29.0,870.0,,2026-03-22T12:58:38
flipkart,AKOSHA,1,28.9,867.0,,2026-03-22T12:58:38
flipkart,99 Home Decor,2,28.8,864.0,,2026-03-22T12:58:38
flipkart,Askprints,1,28.8,864.0,,2026-03-22T12:58:38
flipkart,HomeStore-YEP,1,28.7,861.0,,2026-03-22T12:58:38
flipkart,Kyk,2,28.6,858.0,,2026-03-22T12:58:38
flipkart,kiyo,1,28.6,858.0,,2026-03-22T12:58:38
flipkart,EVRGLOW,1,28.6,858.0,,2026-03-22T12:58:38
flipkart,ITOYS,1,28.5,855.0,,2026-03-22T12:58:38
flipkart,RITKRU,2,28.4,852.0,,2026-03-22T12:58:38
flipkart,MYSORE SANDAL,1,28.3,849.0,,2026-03-22T12:58:38
flipkart,MAA HOME CONCEPT,2,28.3,849.0,,2026-03-22T12:58:38
flipkart,Ziaula,3,28.3,849.0,,2026-03-22T12:58:38
flipkart,RapidBox,1,28.2,846.0,,2026-03-22T12:58:38
flipkart,DALUCI,1,28.2,846.0,,2026-03-22T12:58:38
flipkart,DOMENICO,1,28.1,843.0,,2026-03-22T12:58:38
flipkart,Atabz,1,27.8,834.0,,2026-03-22T12:58:38
flipkart,BEAUTY TREE,1,27.7,831.0,,2026-03-22T12:58:38
flipkart,Adrenex by Flipkart,1,27.7,831.0,,2026-03-22T12:58:38
flipkart,PARLE,2,27.5,825.0,,2026-03-22T12:58:38
flipkart,gurukanth,1,27.5,825.0,,2026-03-22T12:58:38
flipkart,blutech,2,27.4,822.0,,2026-03-22T12:58:38
flipkart,FEROC,1,27.3,819.0,,2026-03-22T12:58:38
flipkart,Home-pro,3,27.3,819.0,,2026-03-22T12:58:38
flipkart,DEAL TO DEAL,2,27.3,819.0,,2026-03-22T12:58:38
flipkart,SAVARA,1,27.0,810.0,,2026-03-22T12:58:38
flipkart,kitchoff,1,27.0,810.0,,2026-03-22T12:58:38
flipkart,Roforuf,1,26.7,801.0,,2026-03-22T12:58:38
flipkart,Houspace,1,26.6,798.0,,2026-03-22T12:58:38
flipkart,Wristy,2,26.3,789.0,,2026-03-22T12:58:38
flipkart,REDLUV,1,26.3,789.0,,2026-03-22T12:58:38
flipkart,PATANJALI,1,26.0,780.0,,2026-03-22T12:58:38
flipkart,Centrum,1,26.0,780.0,,2026-03-22T12:58:38
flipkart,Kapiva,1,25.9,777.0,,2026-03-22T12:58:38
flipkart,HOWUKE,1,25.7,771.0,,2026-03-22T12:58:38
flipkart,GetSetNova,1,25.1,753.0,,2026-03-22T12:58:38
flipkart,Delhi furniture,1,24.9,747.0,,2026-03-22T12:58:38
flipkart,Flair Creative,1,24.9,747.0,,2026-03-22T12:58:38
flipkart,M Y,1,24.8,744.0,,2026-03-22T12:58:38
flipkart,Tinitot,1,24.4,732.0,,2026-03-22T12:58:38
flipkart,Chicco,2,24.0,720.0,,2026-03-22T12:58:38
flipkart,The Souled Store,1,24.0,720.0,,2026-03-22T12:58:38
flipkart,Bata,1,23.9,717.0,,2026-03-22T12:58:38
flipkart,Zenith Nutrition,1,23.9,717.0,,2026-03-22T12:58:38
flipkart,M.S TRADERS,1,23.7,711.0,,2026-03-22T12:58:38
flipkart,Boost,1,23.7,711.0,,2026-03-22T12:58:38
flipkart,Triveni almirah,1,23.7,711.0,,2026-03-22T12:58:38
flipkart,Streax,1,23.6,708.0,,2026-03-22T12:58:38
flipkart,KC COLLECTION,1,23.5,705.0,,2026-03-22T12:58:38
flipkart,Amayra,1,23.5,705.0,,2026-03-22T12:58:38
flipkart,L'Oréal Paris,1,23.2,696.0,,2026-03-22T12:58:38
flipkart,Bitamin,1,23.0,690.0,,2026-03-22T12:58:38
flipkart,TRUE FURNITURE,1,23.0,690.0,,2026-03-22T12:58:38
flipkart,Daniel Radcliffe,1,22.8,684.0,,2026-03-22T12:58:38
flipkart,gopi by GopiStore,1,22.6,678.0,,2026-03-22T12:58:38
flipkart,PATHROVER,1,22.6,678.0,,2026-03-22T12:58:38
flipkart,Floral Nutrition,1,22.6,678.0,,2026-03-22T12:58:38
flipkart,Tata Sampann,2,22.5,675.0,,2026-03-22T12:58:38
flipkart,vinika,2,22.5,675.0,,2026-03-22T12:58:38
flipkart,SHOPLX,1,22.5,675.0,,2026-03-22T12:58:38
flipkart,ibox,1,22.5,675.0,,2026-03-22T12:58:38
flipkart,Straplt,1,22.2,666.0,,2026-03-22T12:58:38
flipkart,BabyToons,1,22.1,663.0,,2026-03-22T12:58:38
flipkart,VIKJIT HERBALS,2,22.1,663.0,,2026-03-22T12:58:38
flipkart,OnePlus,1,21.9,657.0,,2026-03-22T12:58:38
flipkart,IQOO,1,21.8,654.0,,2026-03-22T12:58:38
flipkart,toplis,2,21.8,654.0,,2026-03-22T12:58:38
flipkart,APB TRADERS,1,21.8,654.0,,2026-03-22T12:58:38
flipkart,Homeberg by homeberg,1,21.8,654.0,,2026-03-22T12:58:38
flipkart,PRISHIL,1,21.7,651.0,,2026-03-22T12:58:38
flipkart,Nutriverse,5,21.7,651.0,,2026-03-22T12:58:38
flipkart,PANKU,1,21.6,648.0,,2026-03-22T12:58:38
flipkart,AN Enterprise,1,21.5,645.0,,2026-03-22T12:58:38
flipkart,Levin,1,21.5,645.0,,2026-03-22T12:58:38
flipkart,xaipro plus,1,21.3,639.0,,2026-03-22T12:58:38
flipkart,greencom,1,21.3,639.0,,2026-03-22T12:58:38
flipkart,Sansuka,1,21.2,636.0,,2026-03-22T12:58:38
flipkart,BIGMUSCLES NUTRITION,3,21.2,636.0,,2026-03-22T12:58:38
flipkart,ROTATE,1,21.1,633.0,,2026-03-22T12:58:38
flipkart,Jager-Smith,1,21.0,630.0,,2026-03-22T12:58:38
flipkart,NutroVally,1,21.0,630.0,,2026-03-22T12:58:38
flipkart,Naygt,1,21.0,630.0,,2026-03-22T12:58:38
flipkart,WALSON,1,20.9,627.0,,2026-03-22T12:58:38
flipkart,Sansui,1,20.8,624.0,,2026-03-22T12:58:38
flipkart,Pepe Jeans,1,20.7,621.0,,2026-03-22T12:58:38
flipkart,LIGHT BEAUTY,1,20.6,618.0,,2026-03-22T12:58:38
flipkart,Buyitonline,1,20.6,618.0,,2026-03-22T12:58:38
flipkart,HAVELLS,2,20.5,615.0,,2026-03-22T12:58:38
flipkart,KAVANA,1,20.5,615.0,,2026-03-22T12:58:38
flipkart,BAJAJ by 0,1,20.5,615.0,,2026-03-22T12:58:38
flipkart,IT Pure Beauty,1,20.4,612.0,,2026-03-22T12:58:38
flipkart,FMSA4,1,20.4,612.0,,2026-03-22T12:58:38
flipkart,Groovix,1,20.4,612.0,,2026-03-22T12:58:38
flipkart,TAPUJI,1,20.4,612.0,,2026-03-22T12:58:38
