platform,brand,product_count,total_daily_units_est,total_monthly_units_est,location,scraped_at
myntra,Nike,217,899.5,26985.0,,2026-03-22T12:18:30
myntra,URKNIT,4,598.0,17940.0,,2026-03-22T12:18:30
myntra,CMF by Nothing,7,510.7,15321.0,,2026-03-22T12:18:30
myntra,FEMMIBELLA,7,289.2,8676.0,,2026-03-22T12:18:30
myntra,Fabme,4,202.7,6081.0,,2026-03-22T12:18:30
myntra,deconstruct,1,200.0,6000.0,,2026-03-22T12:18:30
myntra,Ethnic Yard,1,200.0,6000.0,,2026-03-22T12:18:30
myntra,don't Shy,1,200.0,6000.0,,2026-03-22T12:18:30
myntra,Cetaphil,1,177.4,5322.0,,2026-03-22T12:18:30
myntra,OCTICS,4,167.3,5019.0,,2026-03-22T12:18:30
myntra,VAMA,21,158.1,4743.0,,2026-03-22T12:18:30
myntra,LOreal Professionnel,2,157.3,4719.0,,2026-03-22T12:18:30
myntra,Plum,1,139.5,4185.0,,2026-03-22T12:18:30
myntra,WishCare,2,136.5,4095.0,,2026-03-22T12:18:30
myntra,Koburg,4,135.1,4053.0,,2026-03-22T12:18:30
myntra,NOISE,4,127.6,3828.0,,2026-03-22T12:18:30
myntra,MANOJAVA,6,124.9,3747.0,,2026-03-22T12:18:30
myntra,Parmila Fashion,2,123.8,3714.0,,2026-03-22T12:18:30
myntra,ZHOF,1,123.8,3714.0,,2026-03-22T12:18:30
myntra,nervfit,9,121.8,3654.0,,2026-03-22T12:18:30
myntra,KALAMIR,2,116.7,3501.0,,2026-03-22T12:18:30
myntra,SANISA,6,112.2,3366.0,,2026-03-22T12:18:30
myntra,FashionsEye,3,102.6,3078.0,,2026-03-22T12:18:30
myntra,Blue Heaven,1,97.4,2922.0,,2026-03-22T12:18:30
myntra,VIMALNATH SYNTHETICS,1,97.4,2922.0,,2026-03-22T12:18:30
myntra,DressBerry X fwd,2,93.9,2817.0,,2026-03-22T12:18:30
myntra,PIMU,7,87.2,2616.0,,2026-03-22T12:18:30
myntra,STAVA CREATION,4,86.4,2592.0,,2026-03-22T12:18:30
myntra,ELLE,1,86.3,2589.0,,2026-03-22T12:18:30
myntra,HOOH Now Comfort in Fashion,6,79.6,2388.0,,2026-03-22T12:18:30
myntra,KOTTY BIZwear,3,74.8,2244.0,,2026-03-22T12:18:30
myntra,You Got Plan B,8,68.0,2040.0,,2026-03-22T12:18:30
myntra,O3,1,67.9,2037.0,,2026-03-22T12:18:30
myntra,PUMA Motorsport,20,65.4,1962.0,,2026-03-22T12:18:30
myntra,Paramparik Textile,2,60.2,1806.0,,2026-03-22T12:18:30
myntra,KI STUDIO,7,55.3,1659.0,,2026-03-22T12:18:30
myntra,Titan,1,53.4,1602.0,,2026-03-22T12:18:30
myntra,Arbiter Collection,2,53.4,1602.0,,2026-03-22T12:18:30
myntra,VALUSHA,8,52.7,1581.0,,2026-03-22T12:18:30
myntra,Mitera,13,51.4,1542.0,,2026-03-22T12:18:30
myntra,Nautica,5,50.9,1527.0,,2026-03-22T12:18:30
myntra,TYBELT,5,47.5,1425.0,,2026-03-22T12:18:30
myntra,Sunsilk,1,47.4,1422.0,,2026-03-22T12:18:30
myntra,MUKUNDU,1,47.4,1422.0,,2026-03-22T12:18:30
myntra,Chaukas,1,47.4,1422.0,,2026-03-22T12:18:30
myntra,Anshenterpris,1,47.4,1422.0,,2026-03-22T12:18:30
myntra,SASSAFRAS worklyf,1,47.4,1422.0,,2026-03-22T12:18:30
myntra,NWH,4,45.0,1350.0,,2026-03-22T12:18:30
myntra,MANQ,1,42.0,1260.0,,2026-03-22T12:18:30
myntra,Biotique,2,42.0,1260.0,,2026-03-22T12:18:30
myntra,Tankori,1,42.0,1260.0,,2026-03-22T12:18:30
myntra,Zastraa,4,38.6,1158.0,,2026-03-22T12:18:30
myntra,PHYSIL,5,37.3,1119.0,,2026-03-22T12:18:30
myntra,Digital Dress Room,1,37.3,1119.0,,2026-03-22T12:18:30
myntra,Stylum,2,33.1,993.0,,2026-03-22T12:18:30
myntra,LEGEND EYEWEAR,2,33.1,993.0,,2026-03-22T12:18:30
myntra,GUBB,1,29.3,879.0,,2026-03-22T12:18:30
myntra,SG LEMAN,5,29.3,879.0,,2026-03-22T12:18:30
myntra,Rujave,1,29.3,879.0,,2026-03-22T12:18:30
myntra,HAYDEN haiza,6,28.4,852.0,,2026-03-22T12:18:30
myntra,TRENDS OF ETHNIC,2,28.1,843.0,,2026-03-22T12:18:30
myntra,kasee,8,26.9,807.0,,2026-03-22T12:18:30
myntra,EWWE,3,26.1,783.0,,2026-03-22T12:18:30
myntra,Sa Rasa,1,26.0,780.0,,2026-03-22T12:18:30
myntra,SHONA'S STYLE,2,26.0,780.0,,2026-03-22T12:18:30
myntra,DILLINGER,9,25.6,768.0,,2026-03-22T12:18:30
myntra,DDecor,1,23.1,693.0,,2026-03-22T12:18:30
myntra,rarethread,1,23.1,693.0,,2026-03-22T12:18:30
myntra,Classy Creation,1,23.1,693.0,,2026-03-22T12:18:30
myntra,GC PREMIUM JEWELLERY,3,22.1,663.0,,2026-03-22T12:18:30
myntra,Realme,3,21.5,645.0,,2026-03-22T12:18:30
myntra,PLANX,10,16.3,489.0,,2026-03-22T12:18:30
myntra,Milton,1,16.1,483.0,,2026-03-22T12:18:30
myntra,Bene Kleed,8,16.1,483.0,,2026-03-22T12:18:30
myntra,Ethniclook,3,16.1,483.0,,2026-03-22T12:18:30
myntra,INCLUD,5,14.6,438.0,,2026-03-22T12:18:30
myntra,boAt,1,14.3,429.0,,2026-03-22T12:18:30
myntra,LEAFFEB,1,14.3,429.0,,2026-03-22T12:18:30
myntra,niva fashion,2,13.8,414.0,,2026-03-22T12:18:30
myntra,RAMIAAZ,2,12.7,381.0,,2026-03-22T12:18:30
myntra,Ponds,2,11.2,336.0,,2026-03-22T12:18:30
myntra,flipFabric,1,11.2,336.0,,2026-03-22T12:18:30
myntra,SHYAM SUNDARI,1,11.2,336.0,,2026-03-22T12:18:30
myntra,Pexpo,1,10.0,300.0,,2026-03-22T12:18:30
myntra,Priority,2,9.5,285.0,,2026-03-22T12:18:30
myntra,ETUDE,1,8.8,264.0,,2026-03-22T12:18:30
myntra,SOTRUE,2,8.8,264.0,,2026-03-22T12:18:30
myntra,Pjyot by surhi,2,8.8,264.0,,2026-03-22T12:18:30
myntra,AMAHA FASHIONS,1,8.8,264.0,,2026-03-22T12:18:30
myntra,FUNGLASSES,5,8.8,264.0,,2026-03-22T12:18:30
myntra,HEALINGGEMS,2,8.8,264.0,,2026-03-22T12:18:30
myntra,Zivame,12,8.6,258.0,,2026-03-22T12:18:30
myntra,HASHTAG EYEWEAR,13,8.3,249.0,,2026-03-22T12:18:30
myntra,MARS,7,7.8,234.0,,2026-03-22T12:18:30
myntra,NANCY DESIGNER,3,7.8,234.0,,2026-03-22T12:18:30
myntra,Nayam By Lakshita,5,7.8,234.0,,2026-03-22T12:18:30
myntra,Kasendra,4,7.0,210.0,,2026-03-22T12:18:30
myntra,The Derma co.,1,6.9,207.0,,2026-03-22T12:18:30
myntra,Crazyly,3,6.9,207.0,,2026-03-22T12:18:30
myntra,Amante,3,6.9,207.0,,2026-03-22T12:18:30
myntra,KEESOR,1,6.9,207.0,,2026-03-22T12:18:30
myntra,Peekaaboo Kids,1,6.9,207.0,,2026-03-22T12:18:30
myntra,Peach,1,6.2,186.0,,2026-03-22T12:18:30
myntra,Urbano Juniors,9,6.2,186.0,,2026-03-22T12:18:30
myntra,Wintage,1,6.2,186.0,,2026-03-22T12:18:30
myntra,Astrotalk,3,6.2,186.0,,2026-03-22T12:18:30
myntra,Vincent Chase,8,5.5,165.0,,2026-03-22T12:18:30
myntra,WROGN,7,5.3,159.0,,2026-03-22T12:18:30
myntra,Aristocrat,14,5.1,153.0,,2026-03-22T12:18:30
myntra,Zaveri Pearls,28,5.0,150.0,,2026-03-22T12:18:30
myntra,Leading Lady,1,4.8,144.0,,2026-03-22T12:18:30
myntra,FOR THE BEAUTIFUL YOU,2,4.8,144.0,,2026-03-22T12:18:30
myntra,DEEPYOG APPAREL,2,4.8,144.0,,2026-03-22T12:18:30
myntra,DHARMIKAAY TRENDZ,1,4.8,144.0,,2026-03-22T12:18:30
myntra,Safisha,1,4.8,144.0,,2026-03-22T12:18:30
myntra,EZEE SLEEVES,4,4.8,144.0,,2026-03-22T12:18:30
myntra,FoxTale,2,4.3,129.0,,2026-03-22T12:18:30
myntra,Ginie,1,4.3,129.0,,2026-03-22T12:18:30
myntra,QENA,5,4.3,129.0,,2026-03-22T12:18:30
myntra,Kandora,3,4.3,129.0,,2026-03-22T12:18:30
myntra,OUDI,1,4.3,129.0,,2026-03-22T12:18:30
myntra,Caprese,4,3.9,117.0,,2026-03-22T12:18:30
myntra,DESNUDA,1,3.8,114.0,,2026-03-22T12:18:30
myntra,Street Style Store,1,3.8,114.0,,2026-03-22T12:18:30
myntra,Aura,4,3.8,114.0,,2026-03-22T12:18:30
myntra,LITTLE GINNIE,3,3.8,114.0,,2026-03-22T12:18:30
myntra,Clora Creation,2,3.4,102.0,,2026-03-22T12:18:30
myntra,Skylark,3,3.2,96.0,,2026-03-22T12:18:30
myntra,Badoliya & Sons,1,3.0,90.0,,2026-03-22T12:18:30
myntra,Blackberrys,1,3.0,90.0,,2026-03-22T12:18:30
myntra,SAM & MARSHALL,3,3.0,90.0,,2026-03-22T12:18:30
myntra,ZULKA,1,3.0,90.0,,2026-03-22T12:18:30
myntra,ONYC,6,2.7,81.0,,2026-03-22T12:18:30
myntra,AKIBA,1,2.7,81.0,,2026-03-22T12:18:30
myntra,FUR JADEN,5,2.6,78.0,,2026-03-22T12:18:30
myntra,4WRD by Dressberry,2,2.6,78.0,,2026-03-22T12:18:30
myntra,FIORRA,3,2.5,75.0,,2026-03-22T12:18:30
myntra,Broiden,2,2.4,72.0,,2026-03-22T12:18:30
myntra,Sacche Dhaage,1,2.4,72.0,,2026-03-22T12:18:30
myntra,Zeraki Jewels,6,2.2,66.0,,2026-03-22T12:18:30
myntra,NuVew,5,2.1,63.0,,2026-03-22T12:18:30
myntra,HAMMER,10,2.0,60.0,,2026-03-22T12:18:30
myntra,THE TAN CLAN,1,1.9,57.0,,2026-03-22T12:18:30
myntra,LOROFY,1,1.9,57.0,,2026-03-22T12:18:30
myntra,TULIPMASH,1,1.9,57.0,,2026-03-22T12:18:30
myntra,angloindu,2,1.9,57.0,,2026-03-22T12:18:30
myntra,MAGICAL,1,1.6,48.0,,2026-03-22T12:18:30
myntra,Red Tape,12,1.6,48.0,,2026-03-22T12:18:30
myntra,Nap Chief,3,1.6,48.0,,2026-03-22T12:18:30
myntra,HSM FASHION,1,1.6,48.0,,2026-03-22T12:18:30
myntra,ANAND SAREES,1,1.6,48.0,,2026-03-22T12:18:30
myntra,Woggles,6,1.6,48.0,,2026-03-22T12:18:30
myntra,EZLIA,1,1.6,48.0,,2026-03-22T12:18:30
myntra,Funskool,1,1.5,45.0,,2026-03-22T12:18:30
myntra,SANGAKURTI,2,1.5,45.0,,2026-03-22T12:18:30
myntra,Voyage X fwd,2,1.4,42.0,,2026-03-22T12:18:30
myntra,Mega style,2,1.3,39.0,,2026-03-22T12:18:30
myntra,Denill,2,1.3,39.0,,2026-03-22T12:18:30
myntra,Nui,3,1.3,39.0,,2026-03-22T12:18:30
myntra,Myshka,2,1.3,39.0,,2026-03-22T12:18:30
myntra,Baby Moo,1,1.1,33.0,,2026-03-22T12:18:30
myntra,Kool Kidz,8,1.1,33.0,,2026-03-22T12:18:30
myntra,ANIKAS CREATION,4,1.1,33.0,,2026-03-22T12:18:30
myntra,SUPERLAXMI,1,1.1,33.0,,2026-03-22T12:18:30
myntra,TheVineGirl,1,1.1,33.0,,2026-03-22T12:18:30
myntra,Welspun,2,0.9,27.0,,2026-03-22T12:18:30
myntra,LOCAVESTIR,3,0.9,27.0,,2026-03-22T12:18:30
myntra,EMPERO,4,0.8,24.0,,2026-03-22T12:18:30
myntra,TOKYO TALKIES X rubans FASHION ACCESSORIES,10,0.8,24.0,,2026-03-22T12:18:30
myntra,Jazz and Sizzle,3,0.8,24.0,,2026-03-22T12:18:30
myntra,FINE TEX WORLD,1,0.7,21.0,,2026-03-22T12:18:30
myntra,ASIAN,5,0.7,21.0,,2026-03-22T12:18:30
myntra,MUTAQINOTI,1,0.7,21.0,,2026-03-22T12:18:30
myntra,HOUSE OF MIRA,1,0.7,21.0,,2026-03-22T12:18:30
myntra,IRSIA,3,0.7,21.0,,2026-03-22T12:18:30
myntra,YouBella,1,0.7,21.0,,2026-03-22T12:18:30
myntra,Kidbea,1,0.6,18.0,,2026-03-22T12:18:30
myntra,LITTLE APPLE,1,0.6,18.0,,2026-03-22T12:18:30
myntra,Skechers,4,0.6,18.0,,2026-03-22T12:18:30
myntra,Radhya Accessories,1,0.6,18.0,,2026-03-22T12:18:30
myntra,LIL DRAMA,1,0.6,18.0,,2026-03-22T12:18:30
myntra,Mameraa,1,0.6,18.0,,2026-03-22T12:18:30
myntra,TIED RIBBONS,1,0.5,15.0,,2026-03-22T12:18:30
myntra,BULLMER,2,0.5,15.0,,2026-03-22T12:18:30
myntra,NavNari,1,0.5,15.0,,2026-03-22T12:18:30
myntra,Irayz,7,0.5,15.0,,2026-03-22T12:18:30
myntra,MeeMee,1,0.4,12.0,,2026-03-22T12:18:30
myntra,JUST LIKE,6,0.4,12.0,,2026-03-22T12:18:30
myntra,TATTVA,2,0.4,12.0,,2026-03-22T12:18:30
myntra,Knit N Knot,2,0.4,12.0,,2026-03-22T12:18:30
myntra,Mode by Red Tape,1,0.4,12.0,,2026-03-22T12:18:30
myntra,Zeyo,1,0.4,12.0,,2026-03-22T12:18:30
myntra,TRAQUILA,1,0.4,12.0,,2026-03-22T12:18:30
myntra,PROGONE ENTERPRISE,1,0.3,9.0,,2026-03-22T12:18:30
myntra,Brostin,6,0.3,9.0,,2026-03-22T12:18:30
myntra,SYGA,2,0.3,9.0,,2026-03-22T12:18:30
myntra,Sanjog,1,0.3,9.0,,2026-03-22T12:18:30
myntra,VADLI FASHION,1,0.3,9.0,,2026-03-22T12:18:30
myntra,Somersault,1,0.3,9.0,,2026-03-22T12:18:30
myntra,SFOTY,2,0.3,9.0,,2026-03-22T12:18:30
myntra,Tikhi Imli,5,0.3,9.0,,2026-03-22T12:18:30
myntra,MAGNEITTA,2,0.3,9.0,,2026-03-22T12:18:30
myntra,Saree mall,6,0.3,9.0,,2026-03-22T12:18:30
myntra,ahhaaaa,3,0.3,9.0,,2026-03-22T12:18:30
myntra,Kadio,1,0.2,6.0,,2026-03-22T12:18:30
myntra,Pilgrim,2,0.2,6.0,,2026-03-22T12:18:30
myntra,MISS NAILS,1,0.2,6.0,,2026-03-22T12:18:30
myntra,KazarMax,1,0.2,6.0,,2026-03-22T12:18:30
myntra,Stylestry,6,0.2,6.0,,2026-03-22T12:18:30
myntra,KARATCART,2,0.2,6.0,,2026-03-22T12:18:30
myntra,Indo Era,1,0.2,6.0,,2026-03-22T12:18:30
myntra,RASPY,2,0.2,6.0,,2026-03-22T12:18:30
myntra,Anneca,2,0.2,6.0,,2026-03-22T12:18:30
myntra,OPIVE FASHION HUB,1,0.2,6.0,,2026-03-22T12:18:30
myntra,Trylo,4,0.2,6.0,,2026-03-22T12:18:30
myntra,SHREEVARAM,1,0.2,6.0,,2026-03-22T12:18:30
myntra,StyloBug,2,0.2,6.0,,2026-03-22T12:18:30
myntra,AWW HUNNIE,4,0.2,6.0,,2026-03-22T12:18:30
myntra,Jiebo,1,0.1,3.0,,2026-03-22T12:18:30
myntra,ADKD,2,0.1,3.0,,2026-03-22T12:18:30
myntra,LYKAA,1,0.1,3.0,,2026-03-22T12:18:30
myntra,FAZZA,1,0.1,3.0,,2026-03-22T12:18:30
myntra,Ziory,4,0.1,3.0,,2026-03-22T12:18:30
myntra,ARTKLIM,1,0.1,3.0,,2026-03-22T12:18:30
myntra,YOUNG MISSION,3,0.1,3.0,,2026-03-22T12:18:30
myntra,Saraf RS Jewellery,3,0.1,3.0,,2026-03-22T12:18:30
myntra,Aarika,1,0.1,3.0,,2026-03-22T12:18:30
myntra,anayna,6,0.1,3.0,,2026-03-22T12:18:30
myntra,FIONAA TRENDZ,3,0.1,3.0,,2026-03-22T12:18:30
myntra,IN Love,1,0.1,3.0,,2026-03-22T12:18:30
myntra,Shangri LA MS Designs,1,0.1,3.0,,2026-03-22T12:18:30
myntra,JAHIDA COMFORT WITH STYLE,1,0.1,3.0,,2026-03-22T12:18:30
myntra,LOVELY MOM'S,1,0.1,3.0,,2026-03-22T12:18:30
myntra,Boholyfe,1,0.1,3.0,,2026-03-22T12:18:30
myntra,indus route by Pantaloons,1,0.1,3.0,,2026-03-22T12:18:30
myntra,ACHOL,3,0.1,3.0,,2026-03-22T12:18:30
myntra,RACHNA,1,0.1,3.0,,2026-03-22T12:18:30
myntra,AVANTIKA FASHION,1,0.1,3.0,,2026-03-22T12:18:30
myntra,TOP N THREAD,1,0.1,3.0,,2026-03-22T12:18:30
myntra,Hiyami,1,0.1,3.0,,2026-03-22T12:18:30
myntra,KidsFlower,1,0.1,3.0,,2026-03-22T12:18:30
myntra,PrettyCat,5,0.1,3.0,,2026-03-22T12:18:30
myntra,KidBee,2,0.1,3.0,,2026-03-22T12:18:30
myntra,South Temple Jewellery,3,0.1,3.0,,2026-03-22T12:18:30
myntra,Adwitiya Collection,5,0.1,3.0,,2026-03-22T12:18:30
myntra,QUIERO,1,0.1,3.0,,2026-03-22T12:18:30
myntra,CUTECUMBER,1,0.1,3.0,,2026-03-22T12:18:30
myntra,Grit N Groove,1,0.1,3.0,,2026-03-22T12:18:30
myntra,makemyfab,2,0.1,3.0,,2026-03-22T12:18:30
myntra,UNOseven,5,0.1,3.0,,2026-03-22T12:18:30
myntra,SAKHWALA,2,0.1,3.0,,2026-03-22T12:18:30
myntra,SPADEACES,1,0.0,0.0,,2026-03-22T12:18:30
myntra,Beyoung,1,0.0,0.0,,2026-03-22T12:18:30
myntra,VASTRAMAY,3,0.0,0.0,,2026-03-22T12:18:30
myntra,DOT & KEY,1,0.0,0.0,,2026-03-22T12:18:30
myntra,INVICTUS,1,0.0,0.0,,2026-03-22T12:18:30
myntra,Jompers,4,0.0,0.0,,2026-03-22T12:18:30
myntra,Campus Sutra,3,0.0,0.0,,2026-03-22T12:18:30
myntra,KURTA WALLAH,1,0.0,0.0,,2026-03-22T12:18:30
myntra,Alvaro Castagnino,1,0.0,0.0,,2026-03-22T12:18:30
myntra,Lakme,1,0.0,0.0,,2026-03-22T12:18:30
myntra,FABRIPPLE,1,0.0,0.0,,2026-03-22T12:18:30
myntra,VOLTEDGE,1,0.0,0.0,,2026-03-22T12:18:30
myntra,MISCHIEF MONKEY,1,0.0,0.0,,2026-03-22T12:18:30
myntra,AfroJack,1,0.0,0.0,,2026-03-22T12:18:30
myntra,HOSTA HOMES,1,0.0,0.0,,2026-03-22T12:18:30
myntra,Ved Sanjeevani,1,0.0,0.0,,2026-03-22T12:18:30
myntra,VIP,1,0.0,0.0,,2026-03-22T12:18:30
myntra,GLAMVEDA,1,0.0,0.0,,2026-03-22T12:18:30
myntra,Fashion Frill,1,0.0,0.0,,2026-03-22T12:18:30
myntra,Kashyapa Rugs,1,0.0,0.0,,2026-03-22T12:18:30
myntra,Aravi Organic,1,0.0,0.0,,2026-03-22T12:18:30
myntra,Aetrius,1,0.0,0.0,,2026-03-22T12:18:30
myntra,El Paso,2,0.0,0.0,,2026-03-22T12:18:30
myntra,KARISHMA KREATIONS,1,0.0,0.0,,2026-03-22T12:18:30
myntra,SUFFIRE,1,0.0,0.0,,2026-03-22T12:18:30
myntra,NEEMANS,3,0.0,0.0,,2026-03-22T12:18:30
myntra,Artisyn,1,0.0,0.0,,2026-03-22T12:18:30
myntra,EKATVA ETHNIC,1,0.0,0.0,,2026-03-22T12:18:30
myntra,SELLORIA,1,0.0,0.0,,2026-03-22T12:18:30
myntra,Revlon,1,0.0,0.0,,2026-03-22T12:18:30
myntra,HOUSE OF QUIRK,1,0.0,0.0,,2026-03-22T12:18:30
myntra,BEHOMA,1,0.0,0.0,,2026-03-22T12:18:30
myntra,Nat Habit,2,0.0,0.0,,2026-03-22T12:18:30
myntra,aadi,1,0.0,0.0,,2026-03-22T12:18:30
myntra,Coco Crush,1,0.0,0.0,,2026-03-22T12:18:30
myntra,Lenskart Blu,1,0.0,0.0,,2026-03-22T12:18:30
myntra,STITCHNEST,1,0.0,0.0,,2026-03-22T12:18:30
myntra,MILLER,1,0.0,0.0,,2026-03-22T12:18:30
myntra,Kavove,1,0.0,0.0,,2026-03-22T12:18:30
myntra,nandiayan,1,0.0,0.0,,2026-03-22T12:18:30
myntra,AaHo Decor,1,0.0,0.0,,2026-03-22T12:18:30
myntra,Maybelline,1,0.0,0.0,,2026-03-22T12:18:30
myntra,Go Hooked,1,0.0,0.0,,2026-03-22T12:18:30
myntra,Manyavar,1,0.0,0.0,,2026-03-22T12:18:30
myntra,Vastraa Fusion,1,0.0,0.0,,2026-03-22T12:18:30
myntra,SWASHAA,1,0.0,0.0,,2026-03-22T12:18:30
myntra,VEGA,1,0.0,0.0,,2026-03-22T12:18:30
myntra,SLAY ON Nails,1,0.0,0.0,,2026-03-22T12:18:30
myntra,Jockey,6,0.0,0.0,,2026-03-22T12:18:30
myntra,OLIVE TREE,1,0.0,0.0,,2026-03-22T12:18:30
myntra,BRILLARE,1,0.0,0.0,,2026-03-22T12:18:30
myntra,Renee,2,0.0,0.0,,2026-03-22T12:18:30
myntra,Skybags,2,0.0,0.0,,2026-03-22T12:18:30
myntra,PASU FASHION,1,0.0,0.0,,2026-03-22T12:18:30
myntra,Cortina,4,0.0,0.0,,2026-03-22T12:18:30
myntra,MIRAGGIO,4,0.0,0.0,,2026-03-22T12:18:30
myntra,Dove,2,0.0,0.0,,2026-03-22T12:18:30
myntra,NAVYAAZRI,1,0.0,0.0,,2026-03-22T12:18:30
myntra,Ginger by Lifestyle,1,0.0,0.0,,2026-03-22T12:18:30
myntra,Voyage,1,0.0,0.0,,2026-03-22T12:18:30
myntra,Sammmm,1,0.0,0.0,,2026-03-22T12:18:30
myntra,SWISS BEAUTY,1,0.0,0.0,,2026-03-22T12:18:30
myntra,Lavie,1,0.0,0.0,,2026-03-22T12:18:30
myntra,SALWAR STUDIO,1,0.0,0.0,,2026-03-22T12:18:30
myntra,MCaffeine,1,0.0,0.0,,2026-03-22T12:18:30
myntra,FACES CANADA,1,0.0,0.0,,2026-03-22T12:18:30
myntra,IMPERATIVE,2,0.0,0.0,,2026-03-22T12:18:30
myntra,Van Heusen,2,0.0,0.0,,2026-03-22T12:18:30
myntra,Alexvyan,2,0.0,0.0,,2026-03-22T12:18:30
myntra,SOLAVA,1,0.0,0.0,,2026-03-22T12:18:30
myntra,POSHAMPAA be desi,1,0.0,0.0,,2026-03-22T12:18:30
myntra,Blissclub,1,0.0,0.0,,2026-03-22T12:18:30
myntra,KLOTTHE,1,0.0,0.0,,2026-03-22T12:18:30
myntra,AMPEREUS,1,0.0,0.0,,2026-03-22T12:18:30
myntra,KOKILA,1,0.0,0.0,,2026-03-22T12:18:30
myntra,Secret Lives,2,0.0,0.0,,2026-03-22T12:18:30
myntra,Coloressence,1,0.0,0.0,,2026-03-22T12:18:30
myntra,PRAKARTIK,1,0.0,0.0,,2026-03-22T12:18:30
myntra,Dreamz by Pantaloons,1,0.0,0.0,,2026-03-22T12:18:30
myntra,Enamor,2,0.0,0.0,,2026-03-22T12:18:30
myntra,Vaseline,1,0.0,0.0,,2026-03-22T12:18:30
myntra,Mlada,2,0.0,0.0,,2026-03-22T12:18:30
myntra,MYTRIDENT,1,0.0,0.0,,2026-03-22T12:18:30
myntra,ARTSY,1,0.0,0.0,,2026-03-22T12:18:30
myntra,Keepfit,2,0.0,0.0,,2026-03-22T12:18:30
myntra,Studio Shringaar,1,0.0,0.0,,2026-03-22T12:18:30
myntra,Herryqeal,1,0.0,0.0,,2026-03-22T12:18:30
myntra,BKApparels,1,0.0,0.0,,2026-03-22T12:18:30
myntra,shyam steels,2,0.0,0.0,,2026-03-22T12:18:30
myntra,Safari,2,0.0,0.0,,2026-03-22T12:18:30
myntra,Jbarg,1,0.0,0.0,,2026-03-22T12:18:30
myntra,Himalaya,1,0.0,0.0,,2026-03-22T12:18:30
myntra,Underneat,1,0.0,0.0,,2026-03-22T12:18:30
myntra,Sole Saga,1,0.0,0.0,,2026-03-22T12:18:30
myntra,DOCTOR HEALTH SUPER SOFT,1,0.0,0.0,,2026-03-22T12:18:30
myntra,BLUE TYGA,1,0.0,0.0,,2026-03-22T12:18:30
myntra,INDUS GLOBAL IMPEX,1,0.0,0.0,,2026-03-22T12:18:30
myntra,CRUSSET,1,0.0,0.0,,2026-03-22T12:18:30
myntra,Charnest,1,0.0,0.0,,2026-03-22T12:18:30
myntra,FYC Professional,1,0.0,0.0,,2026-03-22T12:18:30
myntra,OZIA,1,0.0,0.0,,2026-03-22T12:18:30
myntra,REVEXO,1,0.0,0.0,,2026-03-22T12:18:30
myntra,Shoetopia,1,0.0,0.0,,2026-03-22T12:18:30
myntra,Froh Feet,1,0.0,0.0,,2026-03-22T12:18:30
myntra,Wtune,1,0.0,0.0,,2026-03-22T12:18:30
myntra,Special You,1,0.0,0.0,,2026-03-22T12:18:30
myntra,Punnu,1,0.0,0.0,,2026-03-22T12:18:30
myntra,Myntra Elegant Homes,1,0.0,0.0,,2026-03-22T12:18:30
myntra,Minimalist,1,0.0,0.0,,2026-03-22T12:18:30
myntra,PARIS HAMILTON,1,0.0,0.0,,2026-03-22T12:18:30
myntra,Indus Valley,1,0.0,0.0,,2026-03-22T12:18:30
myntra,Nivea,1,0.0,0.0,,2026-03-22T12:18:30
myntra,Rimeline,1,0.0,0.0,,2026-03-22T12:18:30
myntra,Arrabi,1,0.0,0.0,,2026-03-22T12:18:30
myntra,Horse and Hash,1,0.0,0.0,,2026-03-22T12:18:30
myntra,RANDOM,1,0.0,0.0,,2026-03-22T12:18:30
myntra,Biolage,1,0.0,0.0,,2026-03-22T12:18:30
myntra,Chemist at Play,1,0.0,0.0,,2026-03-22T12:18:30
myntra,MARQUISA,1,0.0,0.0,,2026-03-22T12:18:30
myntra,Anouk Mirage,1,0.0,0.0,,2026-03-22T12:18:30
myntra,Godrej No.1,1,0.0,0.0,,2026-03-22T12:18:30
myntra,Whisper,1,0.0,0.0,,2026-03-22T12:18:30
myntra,Raaga PROFESSIONAL,1,0.0,0.0,,2026-03-22T12:18:30
myntra,Be Bodywise,1,0.0,0.0,,2026-03-22T12:18:30
myntra,Claura,1,0.0,0.0,,2026-03-22T12:18:30
myntra,Rubans,1,0.0,0.0,,2026-03-22T12:18:30
myntra,everyuth Naturals,1,0.0,0.0,,2026-03-22T12:18:30
myntra,FABBMATE,1,0.0,0.0,,2026-03-22T12:18:30
myntra,LMG Lifestyle,5,0.0,0.0,,2026-03-22T12:18:30
myntra,GNX,3,0.0,0.0,,2026-03-22T12:18:30
myntra,DWIZA ENTERPRISE,2,0.0,0.0,,2026-03-22T12:18:30
myntra,Aye Candy,1,0.0,0.0,,2026-03-22T12:18:30
myntra,DAMN GUD DG,1,0.0,0.0,,2026-03-22T12:18:30
myntra,RC. ROYAL CLASS,1,0.0,0.0,,2026-03-22T12:18:30
myntra,DMP EXPORT,1,0.0,0.0,,2026-03-22T12:18:30
myntra,WEMBLEY,1,0.0,0.0,,2026-03-22T12:18:30
myntra,VEERA SOFT TOYS,1,0.0,0.0,,2026-03-22T12:18:30
myntra,JOVK DESIGN,1,0.0,0.0,,2026-03-22T12:18:30
myntra,Shining Diva Fashion,2,0.0,0.0,,2026-03-22T12:18:30
