run_id,timestamp,product_id,name,brand,category,gender,mrp,price,discount_pct,rating,rating_count,daily_units_est,monthly_units_est,net_daily_units_est,net_monthly_units_est,confidence,est_method,signal_breakdown,inv_depletion_daily,rating_vel_daily,rank_score_daily,urgency_daily,keyword,position,is_ad
20260321_161318,2026-03-21T16:13:18,35363203,Bubblegummers Girls Slip-On Sneakers,Bubblegummers,Casual Shoes,Girls,499.0,449.0,10.0,4.441860675811768,43,2.7,81.0,1.9,57.0,low,rank_only,"{""rank_score"": 2.7}",0.0,0.0,2.7,0.0,sneakers,37,False
20260321_161318,2026-03-21T16:13:18,33392880,Pantaloons Junior Boys Textured PU Sneakers,Pantaloons Junior,Casual Shoes,Boys,999.0,849.0,15.0,4.261904716491699,42,2.4,72.0,1.7,51.0,low,rank_only,"{""rank_score"": 2.4}",0.0,0.0,2.4,0.0,sneakers,38,False
20260321_161318,2026-03-21T16:13:18,39641562,Pantaloons Junior Boys Colourblocked PU Sneakers,Pantaloons Junior,Casual Shoes,Boys,999.0,999.0,0.0,4.888888835906982,9,2.1,63.0,1.5,45.0,low,rank_only,"{""rank_score"": 2.1}",0.0,0.0,2.1,0.0,sneakers,39,False
20260321_161318,2026-03-21T16:13:18,39641564,Pantaloons Junior Girls Colourblocked PU Sneakers,Pantaloons Junior,Casual Shoes,Girls,999.0,999.0,0.0,4.888888835906982,9,1.9,57.0,1.3,39.0,low,rank_only,"{""rank_score"": 1.9}",0.0,0.0,1.9,0.0,sneakers,40,False
20260321_161318,2026-03-21T16:13:18,39852889,Crazyly Boys Colourblocked Sneakers,Crazyly,Casual Shoes,Boys,1899.0,381.0,79.9,4.3125,32,1.6,48.0,1.1,33.0,low,rank_only,"{""rank_score"": 1.6}",0.0,0.0,1.6,0.0,sneakers,41,False
20260321_161318,2026-03-21T16:13:18,22973394,KazarMax Girls Colourblocked Memory Foam Sneakers,KazarMax,Casual Shoes,Girls,2499.0,985.0,60.6,4.610961437225342,1113,1.5,45.0,1.0,30.0,low,rank_only,"{""rank_score"": 1.5}",0.0,0.0,1.5,0.0,sneakers,42,False
20260321_161318,2026-03-21T16:13:18,38178651,KazarMax Girls Printed Sneakers,KazarMax,Casual Shoes,Girls,2499.0,1199.0,52.0,4.611161231994629,1111,1.3,39.0,0.9,27.0,low,rank_only,"{""rank_score"": 1.3}",0.0,0.0,1.3,0.0,sneakers,43,False
20260321_161318,2026-03-21T16:13:18,38299997,Bata Boys PU Slip-On Sneakers,Bata,Casual Shoes,Boys,999.0,899.0,10.0,3.9166667461395264,12,1.1,33.0,0.8,24.0,low,rank_only,"{""rank_score"": 1.1}",0.0,0.0,1.1,0.0,sneakers,44,False
20260321_161318,2026-03-21T16:13:18,32158016,BIRDE Boys Slip-On Flyknit Shoes,BIRDE,Casual Shoes,Boys,999.0,401.0,59.9,4.097345352172852,113,1.0,30.0,0.7,21.0,low,rank_only,"{""rank_score"": 1.0}",0.0,0.0,1.0,0.0,sneakers,45,False
20260321_161318,2026-03-21T16:13:18,35167384,Crazyly Boys Round Toe Sneakers,Crazyly,Casual Shoes,Boys,1799.0,483.0,73.2,4.295629978179932,778,0.9,27.0,0.6,18.0,low,rank_only,"{""rank_score"": 0.9}",0.0,0.0,0.9,0.0,sneakers,46,False
20260321_161318,2026-03-21T16:13:18,32158012,BIRDE Boys Round Toe Flyknit Slip-On Sneakers,BIRDE,Casual Shoes,Boys,999.0,401.0,59.9,4.269043922424316,617,0.8,24.0,0.6,18.0,low,rank_only,"{""rank_score"": 0.8}",0.0,0.0,0.8,0.0,sneakers,47,False
20260321_161318,2026-03-21T16:13:18,25776488,HRX by Hrithik Roshan Men Black & White Perforations Comfort Insole Sneakers,HRX by Hrithik Roshan,Casual Shoes,Men,3699.0,999.0,73.0,4.025351047515869,14950,0.7,21.0,0.5,15.0,low,rank_only,"{""rank_score"": 0.7}",0.0,0.0,0.7,0.0,sneakers,48,False
20260321_161318,2026-03-21T16:13:18,39439254,LMG Lifestyle Girls Elsa Textured Sneakers,LMG Lifestyle,Casual Shoes,Girls,2999.0,499.0,83.4,4.5714287757873535,7,0.6,18.0,0.4,12.0,low,rank_only,"{""rank_score"": 0.6}",0.0,0.0,0.6,0.0,sneakers,49,False
20260321_161318,2026-03-21T16:13:18,32505497,ONYC Unisex Kids Woven Design Sneakers,ONYC,Casual Shoes,Unisex Kids,899.0,545.0,39.4,4.669441223144531,841,0.6,18.0,0.4,12.0,low,rank_only,"{""rank_score"": 0.6}",0.0,0.0,0.6,0.0,sneakers,50,False
