run_id,timestamp,product_id,name,brand,category,gender,mrp,price,discount_pct,rating,rating_count,reviews_count,total_inventory,total_exact_inv,size_inventory,sizes_available,out_of_stock_sizes,is_oos,urgency_purchased,urgency_cart,urgency_wishlist,urgency_pdp,is_ad,catalog_date,position,keyword
20260321_161318,2026-03-21T16:13:18,31595780,BOYZ N GALZ Girls Textured PU Slip-On Sneakers,BOYZ N GALZ,Casual Shoes,Girls,1199.0,499.0,58.4,4.461538314819336,13,3,4,21,"{""1-1.5Y"": 4, ""1.5-2Y"": 2, ""2-2.5Y"": 3, ""2.5-3Y"": 2, ""3-3.5Y"": 1, ""3.5-4Y"": 0, ""4-4.5Y"": 4, ""4.5-5Y"": 0, ""5-5.5Y"": 2, ""6-6.5Y"": 2, ""6.5-7Y"": 0, ""7-8Y"": 1}",1-1.5Y,"3.5-4Y,4.5-5Y,6.5-7Y",False,0,0,0,0,False,2024-11-07,29,sneakers
20260321_161318,2026-03-21T16:13:18,39411454,Robbie Jones Men Colourblocked PU Sneakers,Robbie Jones,Casual Shoes,Men,1999.0,800.0,60.0,3.5840706825256348,113,11,421,2005,"{""6"": 421, ""7"": 373, ""8"": 360, ""9"": 415, ""10"": 436}",UK6,,False,0,0,0,269,False,2026-01-15,30,sneakers
20260321_161318,2026-03-21T16:13:18,39078575,HOOH Now Comfort in Fashion Unisex Kids Colourblocked Sneakers,HOOH Now Comfort in Fashion,Casual Shoes,Unisex Kids,1299.0,456.0,64.9,4.09846830368042,457,51,959,12458,"{""12-18M"": 895, ""18-24M"": 845, ""2-2.5Y"": 846, ""2.5-3Y"": 819, ""3-3.5Y"": 854, ""3.5-4Y"": 807, ""4-4.5Y"": 843, ""4.5-5Y"": 846, ""5-5.5Y"": 947, ""5.5-6Y"": 941, ""6-6.5Y"": 959, ""6.5-7Y"": 951, ""7-8Y"": 955, ""8-9Y"": 950, ""9-10Y"": 0}",6-6.5Y,9-10Y,False,0,0,0,67,False,2025-12-25,31,sneakers
20260321_161318,2026-03-21T16:13:18,37839861,Pantaloons Baby Boys Colourblocked PU Sneakers,Pantaloons Baby,Casual Shoes,Boys,599.0,599.0,0.0,3.133333444595337,45,6,5,81,"{""0-1.5M"": 14, ""1.5-3M"": 13, ""3-6M"": 6, ""6-9M"": 0, ""9-12M"": 0, ""12-18M"": 0, ""18-24M"": 28, ""2-2.5Y"": 15, ""2.5-3Y"": 5}",2.5-3Y,"6-9M,9-12M,12-18M",False,0,0,0,0,False,2025-11-06,32,sneakers
20260321_161318,2026-03-21T16:13:18,24919920,Puma Carina Slim Perf Women Sneakers,Puma,Casual Shoes,Women,4499.0,1799.0,60.0,4.334214687347412,12100,2017,1002,8052,"{""3"": 1002, ""4"": 2596, ""5"": 2302, ""6"": 1742, ""7"": 410, ""8"": 0}",UK3,8,False,0,0,0,192,False,2023-09-07,33,sneakers
20260321_161318,2026-03-21T16:13:18,30396659,ASIAN Men Colourblocked Round Toe Mid-Top Sneakers,ASIAN,Casual Shoes,Men,1499.0,704.0,53.0,3.9791200160980225,14751,3567,82,10626,"{""6"": 2829, ""7"": 4480, ""8"": 2533, ""9"": 529, ""10"": 255}",UK6,,False,0,0,0,737,False,2024-07-25,34,sneakers
20260321_161318,2026-03-21T16:13:18,27083406,BAESD Kids Colourblocked LED Sneakers,BAESD,Casual Shoes,Unisex Kids,2000.0,361.0,82.0,4.392831802368164,2818,519,879,4961,"{""1.5-2Y"": 699, ""2-2.5Y"": 819, ""2.5-3Y"": 841, ""3-3.5Y"": 879, ""3.5-4Y"": 887, ""4-4.5Y"": 836}",3-3.5Y,,False,0,0,0,66,False,2024-01-18,35,sneakers
20260321_161318,2026-03-21T16:13:18,20143948,Roadster Men Black Colourblocked Casual Textile Sneakers,Roadster,Casual Shoes,Men,3795.0,998.0,73.7,3.8487420082092285,3299,673,68,448,"{""6"": 33, ""7"": 48, ""8"": 122, ""9"": 122, ""10"": 68, ""11"": 55}",UK10,,False,0,0,0,71,False,2022-09-22,36,sneakers
20260321_161318,2026-03-21T16:13:18,35363203,Bubblegummers Girls Slip-On Sneakers,Bubblegummers,Casual Shoes,Girls,499.0,449.0,10.0,4.441860675811768,43,4,671,3603,"{""1-1.5Y"": 0, ""1.5-2Y"": 0, ""2-2.5Y"": 671, ""2.5-3Y"": 692, ""3-3.5Y"": 668, ""3.5-4Y"": 768, ""4-5Y"": 804}",2-2.5Y,"1-1.5Y,1.5-2Y",False,0,0,0,0,False,2025-07-03,37,sneakers
20260321_161318,2026-03-21T16:13:18,33392880,Pantaloons Junior Boys Textured PU Sneakers,Pantaloons Junior,Casual Shoes,Boys,999.0,849.0,15.0,4.261904716491699,42,8,1,15,"{""3-3.5Y"": 1, ""3.5-4Y"": 5, ""4-4.5Y"": 2, ""4.5-5Y"": 0, ""5-5.5Y"": 5, ""5.5-6Y"": 2}",3-3.5Y,4.5-5Y,False,0,0,0,0,False,2025-03-27,38,sneakers
20260321_161318,2026-03-21T16:13:18,39641562,Pantaloons Junior Boys Colourblocked PU Sneakers,Pantaloons Junior,Casual Shoes,Boys,999.0,999.0,0.0,4.888888835906982,9,3,33,156,"{""3-3.5Y"": 45, ""3.5-4Y"": 33, ""4-4.5Y"": 19, ""4.5-5Y"": 22, ""5-5.5Y"": 28, ""5.5-6Y"": 9}",3.5-4Y,,False,0,0,0,0,False,2026-01-22,39,sneakers
20260321_161318,2026-03-21T16:13:18,39641564,Pantaloons Junior Girls Colourblocked PU Sneakers,Pantaloons Junior,Casual Shoes,Girls,999.0,999.0,0.0,4.888888835906982,9,1,25,230,"{""3-3.5Y"": 46, ""3.5-4Y"": 42, ""4-4.5Y"": 58, ""4.5-5Y"": 33, ""5-5.5Y"": 25, ""5.5-6Y"": 26}",5-5.5Y,,False,0,0,0,0,False,2026-01-22,40,sneakers
20260321_161318,2026-03-21T16:13:18,39852889,Crazyly Boys Colourblocked Sneakers,Crazyly,Casual Shoes,Boys,1899.0,381.0,79.9,4.3125,32,5,973,4898,"{""18-24M"": 973, ""2-2.5Y"": 983, ""2.5-3Y"": 978, ""3-3.5Y"": 988, ""3.5-4Y"": 976, ""4-4.5Y"": 0}",18-24M,4-4.5Y,False,0,0,0,0,False,2026-02-05,41,sneakers
20260321_161318,2026-03-21T16:13:18,22973394,KazarMax Girls Colourblocked Memory Foam Sneakers,KazarMax,Casual Shoes,Girls,2499.0,985.0,60.6,4.610961437225342,1113,145,75,611,"{""3-3.5Y"": 75, ""3.5-4Y"": 41, ""4-4.5Y"": 62, ""4.5-5Y"": 57, ""5-6Y"": 75, ""6-6.5Y"": 65, ""6.5-7Y"": 38, ""7-7.5Y"": 75, ""7.5-8Y"": 53, ""8-8.5Y"": 62, ""9-10Y"": 7, ""10-11Y"": 0, ""11-12Y"": 1, ""12-13Y"": 0}",3-3.5Y,"10-11Y,12-13Y",False,0,0,0,0,False,2023-05-04,42,sneakers
20260321_161318,2026-03-21T16:13:18,38178651,KazarMax Girls Printed Sneakers,KazarMax,Casual Shoes,Girls,2499.0,1199.0,52.0,4.611161231994629,1111,145,61,543,"{""3.5-4Y"": 65, ""4-4.5Y"": 71, ""4.5-5Y"": 65, ""5-6Y"": 58, ""6-6.5Y"": 65, ""6.5-7Y"": 54, ""7-7.5Y"": 61, ""7.5-8Y"": 57, ""8-8.5Y"": 47}",7-7.5Y,,False,0,0,0,0,False,2025-11-20,43,sneakers
20260321_161318,2026-03-21T16:13:18,38299997,Bata Boys PU Slip-On Sneakers,Bata,Casual Shoes,Boys,999.0,899.0,10.0,3.9166667461395264,12,0,386,1449,"{""9-10Y"": 384, ""11-12Y"": 386, ""13-14Y"": 352, ""14-15Y"": 327}",11-12Y,,False,0,0,0,0,False,2025-11-27,44,sneakers
20260321_161318,2026-03-21T16:13:18,32158016,BIRDE Boys Slip-On Flyknit Shoes,BIRDE,Casual Shoes,Boys,999.0,401.0,59.9,4.097345352172852,113,20,494,3963,"{""4-4.5Y"": 499, ""4.5-5Y"": 499, ""5-5.5Y"": 495, ""7.5-8Y"": 492, ""8.5-9Y"": 497, ""9.5-10.5Y"": 494, ""10.5-11Y"": 495, ""11.5-12.5Y"": 492}",9.5-10.5Y,,False,0,0,0,0,False,2025-01-02,45,sneakers
20260321_161318,2026-03-21T16:13:18,35167384,Crazyly Boys Round Toe Sneakers,Crazyly,Casual Shoes,Boys,1799.0,483.0,73.2,4.295629978179932,778,157,912,12361,"{""18-24M"": 983, ""2-2.5Y"": 975, ""2.5-3Y"": 982, ""3-3.5Y"": 985, ""3.5-4Y"": 967, ""4-4.5Y"": 967, ""4.5-5Y"": 956, ""5-6Y"": 912, ""6-7Y"": 918, ""7-8Y"": 911, ""8-9Y"": 946, ""9-10Y"": 940, ""10-11Y"": 919}",5-6Y,,False,0,0,0,0,False,2025-06-19,46,sneakers
20260321_161318,2026-03-21T16:13:18,32158012,BIRDE Boys Round Toe Flyknit Slip-On Sneakers,BIRDE,Casual Shoes,Boys,999.0,401.0,59.9,4.269043922424316,617,122,491,3940,"{""4-4.5Y"": 493, ""4.5-5Y"": 492, ""5-5.5Y"": 491, ""7.5-8Y"": 489, ""8.5-9Y"": 493, ""9.5-10.5Y"": 495, ""10.5-11Y"": 491, ""11.5-12.5Y"": 496}",5-5.5Y,,False,0,0,0,0,False,2025-01-02,47,sneakers
20260321_161318,2026-03-21T16:13:18,25776488,HRX by Hrithik Roshan Men Black & White Perforations Comfort Insole Sneakers,HRX by Hrithik Roshan,Casual Shoes,Men,3699.0,999.0,73.0,4.025351047515869,14950,3039,67,636,"{""6"": 113, ""7"": 73, ""8"": 149, ""9"": 212, ""10"": 73, ""11"": 16}",UK7,,False,0,0,0,130,False,2023-11-02,48,sneakers
20260321_161318,2026-03-21T16:13:18,39439254,LMG Lifestyle Girls Elsa Textured Sneakers,LMG Lifestyle,Casual Shoes,Girls,2999.0,499.0,83.4,4.5714287757873535,7,2,992,5951,"{""12-18M"": 992, ""18-24M"": 992, ""2-2.5Y"": 992, ""2.5-3Y"": 994, ""3-3.5Y"": 993, ""3.5-4Y"": 988}",12-18M,,False,0,0,0,0,False,2026-01-15,49,sneakers
20260321_161318,2026-03-21T16:13:18,32505497,ONYC Unisex Kids Woven Design Sneakers,ONYC,Casual Shoes,Unisex Kids,899.0,545.0,39.4,4.669441223144531,841,147,159,3573,"{""9-12M"": 1548, ""12-15M"": 565, ""15-18M"": 22, ""18-24M"": 105, ""2-2.5Y"": 305, ""2.5-3Y"": 84, ""3-3.5Y"": 159, ""3.5-4Y"": 626, ""4-4.5Y"": 159}",4-4.5Y,,False,0,0,0,54,False,2025-01-23,50,sneakers
